Volatility 3 Framework 2.8.0

PID	Process	Offset	HandleValue	Type	GrantedAccess	Name
940	wuauclt.exe	0x820ecde8	0x1ac	File	0x100020	\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
940	wuauclt.exe	0x8204b7b8	0x1b0	Mutant	0x1f0001	WindowsUpdateTracingMutex
940	wuauclt.exe	0x82164cf0	0x1b4	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
940	wuauclt.exe	0x82085f10	0x1b8	Event	0x1f0003	
940	wuauclt.exe	0x820e4280	0x1bc	Event	0x1f0003	
940	wuauclt.exe	0x8211aa08	0x1c0	Event	0x100003	
940	wuauclt.exe	0x820a1e60	0x1c4	Event	0x1f0003	
940	wuauclt.exe	0x820a3d18	0x1c8	Event	0x1f0003	
940	wuauclt.exe	0x81e87da0	0x1cc	Process	0x1f0fff	ihah.exe Pid 3276
940	wuauclt.exe	0xe1dd9d28	0x1d0	Key	0x20f003f	USER\S-1-5-21-1659004503-1606980848-682003330-500
940	wuauclt.exe	0x8233a2c0	0x1d4	File	0x100020	\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
940	wuauclt.exe	0xe13a2bb0	0x1d8	Key	0x2001f	USER\S-1-5-21-1659004503-1606980848-682003330-500\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS
940	wuauclt.exe	0x82345e90	0x1e0	Event	0x1f0003	
940	wuauclt.exe	0xe1764f38	0x1e4	Key	0xf003f	MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\PROTOCOL_CATALOG9
940	wuauclt.exe	0x8200a2d8	0x1e8	Event	0x1f0003	
940	wuauclt.exe	0xe1f3aaa0	0x1ec	Key	0xf003f	MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\NAMESPACE_CATALOG5
940	wuauclt.exe	0x822d3b40	0x1f8	Event	0x1f0003	
940	wuauclt.exe	0x81f0b648	0x1fc	File	0x12019f	\Device\NamedPipe\lsarpc
940	wuauclt.exe	0x8214c790	0x200	Event	0x1f0003	
940	wuauclt.exe	0x820a8748	0x204	Semaphore	0x1f0003	shell.{210A4BA0-3AEA-1069-A2D9-08002B30309D}
2972	ImmunityDebugge	0xe1009698	0x4	KeyedEvent	0xf0003	CritSecOutOfMemoryEvent
2972	ImmunityDebugge	0xe18bd530	0x8	Directory	0x3	KnownDlls
2972	ImmunityDebugge	0x82137090	0xc	File	0x100020	\Device\HarddiskVolume1\Program Files\Immunity Inc\Immunity Debugger
2972	ImmunityDebugge	0x8206d690	0x10	Semaphore	0x100003	
2972	ImmunityDebugge	0xe18c21f0	0x14	Directory	0xf000f	Windows
2972	ImmunityDebugge	0xe21ec430	0x18	Port	0x21f0001	
2972	ImmunityDebugge	0x8232d838	0x1c	Semaphore	0x100003	
2972	ImmunityDebugge	0xe21a4eb8	0x20	Key	0x20f003f	MACHINE
2972	ImmunityDebugge	0x820b21c0	0x24	Event	0x21f0003	
2972	ImmunityDebugge	0x8236dca8	0x28	WindowStation	0xf037f	WinSta0
2972	ImmunityDebugge	0x82062288	0x2c	Desktop	0xf01ff	Default
2972	ImmunityDebugge	0x8236dca8	0x30	WindowStation	0xf037f	WinSta0
2972	ImmunityDebugge	0x821b3e08	0x34	Semaphore	0x1f0003	shell.{A48F1A32-A340-11D1-BC6B-00A0C90312E1}
2972	ImmunityDebugge	0xe17aa690	0x38	Directory	0x2000f	BaseNamedObjects
2972	ImmunityDebugge	0xe1100660	0x3c	Port	0x1f0001	
2972	ImmunityDebugge	0x8214c6b8	0x40	File	0x100020	\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
2972	ImmunityDebugge	0x8213dbe8	0x44	File	0x100001	\Device\KsecDD
2972	ImmunityDebugge	0xe1b855d8	0x48	Section	0x4	
2972	ImmunityDebugge	0x821496e0	0x4c	Event	0x1f0003	
2972	ImmunityDebugge	0x820c9698	0x50	Event	0x1f0003	
2972	ImmunityDebugge	0x822d9360	0x54	Event	0x1f0003	
2972	ImmunityDebugge	0xe1b21908	0x58	Key	0x20f003f	USER\S-1-5-21-1659004503-1606980848-682003330-500_CLASSES
2972	ImmunityDebugge	0xe1b8e960	0x5c	Key	0x20f003f	USER\S-1-5-21-1659004503-1606980848-682003330-500
2972	ImmunityDebugge	0xe1db5620	0x60	Key	0x20f003f	USER
2972	ImmunityDebugge	0xe1b3ae48	0x64	Key	0xf003f	MACHINE\SYSTEM\CONTROLSET001\HARDWARE PROFILES\0001
2972	ImmunityDebugge	0x8227edb0	0x68	Event	0x1f0003	
2972	ImmunityDebugge	0x82253920	0x6c	Event	0x1f0003	
2972	ImmunityDebugge	0x822bd0e0	0x70	Mutant	0x120001	ShimCacheMutex
2972	ImmunityDebugge	0xe19f2e60	0x74	Section	0x2	ShimSharedMemory
2972	ImmunityDebugge	0x8219a850	0x78	DebugObject	0x1f000f	
2972	ImmunityDebugge	0x8207bda0	0x7c	Process	0x1f0fff	nifek_locked.ex Pid 2204
2972	ImmunityDebugge	0x820a9da8	0x80	Thread	0x1f03ff	Tid 2792 Pid 2204
2972	ImmunityDebugge	0x8225cb48	0x84	Event	0x1f0003	
2972	ImmunityDebugge	0x82341028	0x88	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\wininet.dll
2972	ImmunityDebugge	0x82248900	0x8c	Thread	0x1f03ff	Tid 2828 Pid 2972
2972	ImmunityDebugge	0x8228aab0	0x90	Mutant	0x1f0001	
2972	ImmunityDebugge	0x8226e330	0x94	Thread	0x1f03ff	Tid 3164 Pid 2972
2972	ImmunityDebugge	0x8203f060	0x98	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\crypt32.dll
2972	ImmunityDebugge	0x8213b590	0x9c	Event	0x1f0003	
2972	ImmunityDebugge	0xe126c438	0xa0	Key	0xf003f	MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\PROTOCOL_CATALOG9
2972	ImmunityDebugge	0x82085fc0	0xa4	Event	0x1f0003	
2972	ImmunityDebugge	0xe14c8828	0xa8	Key	0xf003f	MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\NAMESPACE_CATALOG5
2972	ImmunityDebugge	0x8237ad00	0xac	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\msasn1.dll
2972	ImmunityDebugge	0x82184950	0xb0	Event	0x1f0003	
2972	ImmunityDebugge	0x820b9680	0xb4	Event	0x1f0003	
2972	ImmunityDebugge	0x82141d10	0xb8	Event	0x1f0003	
2972	ImmunityDebugge	0x8233ce90	0xbc	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\ws2_32.dll
2972	ImmunityDebugge	0x82376028	0xc0	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\ws2help.dll
2972	ImmunityDebugge	0x821c9e18	0xc4	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\oleaut32.dll
2972	ImmunityDebugge	0x820b54d8	0xc8	Event	0x1f0003	
2972	ImmunityDebugge	0x822628d8	0xcc	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\gdi32.dll
2972	ImmunityDebugge	0xe1604470	0xd0	Key	0xf003f	MACHINE\SOFTWARE\IMMUNITY INC\DEBUGGER
2972	ImmunityDebugge	0x82196d70	0xd4	Event	0x21f0003	
2972	ImmunityDebugge	0x82168e70	0xd8	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\comdlg32.dll
2972	ImmunityDebugge	0x8218c198	0xdc	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\shell32.dll
2972	ImmunityDebugge	0x82272028	0xe0	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\secur32.dll
2972	ImmunityDebugge	0x8218bbe8	0xe4	Event	0x100003	
2972	ImmunityDebugge	0x8215e220	0xe8	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\user32.dll
2972	ImmunityDebugge	0x82094b70	0xec	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\kernel32.dll
2972	ImmunityDebugge	0x822bd388	0xf0	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\msvcrt.dll
2972	ImmunityDebugge	0x82156f90	0xf4	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\ntdll.dll
2972	ImmunityDebugge	0xe1e01030	0xf8	Token	0x28	
2972	ImmunityDebugge	0x822d1920	0xfc	Event	0x1f0003	
2972	ImmunityDebugge	0x82270a20	0x100	Thread	0x1f03ff	Tid 2984 Pid 2972
2972	ImmunityDebugge	0x82346090	0x104	IoCompletion	0x1f0003	
2972	ImmunityDebugge	0x82296de8	0x108	IoCompletion	0x1f0003	
2972	ImmunityDebugge	0x82346090	0x10c	IoCompletion	0x1f0003	
2972	ImmunityDebugge	0x820a9da8	0x110	Thread	0x12007b	Tid 2792 Pid 2204
2972	ImmunityDebugge	0xe1164ac0	0x114	Token	0x8	
2972	ImmunityDebugge	0x8207bda0	0x118	Process	0x12067b	nifek_locked.ex Pid 2204
2972	ImmunityDebugge	0x820d4028	0x11c	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\rpcrt4.dll
2972	ImmunityDebugge	0x821cf3b0	0x120	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\comctl32.dll
2972	ImmunityDebugge	0x82311608	0x124	Mutant	0x1f0001	{31F592CE-5E60-3BE0-8615-C7B856EC02DD}
2972	ImmunityDebugge	0x8217b368	0x128	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\advapi32.dll
2972	ImmunityDebugge	0xe117f848	0x12c	Token	0x8	
2972	ImmunityDebugge	0x81e814b8	0x130	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\shlwapi.dll
2972	ImmunityDebugge	0x8227ef90	0x134	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\ole32.dll
2972	ImmunityDebugge	0x821d2138	0x138	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\version.dll
2972	ImmunityDebugge	0x82292718	0x13c	File	0x120089	\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83\comctl32.dll
2972	ImmunityDebugge	0x8213c500	0x140	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\netapi32.dll
2972	ImmunityDebugge	0x820a3d18	0x144	Event	0x1f0003	
2972	ImmunityDebugge	0x81e87da0	0x148	Process	0x1f0fff	ihah.exe Pid 3276
2972	ImmunityDebugge	0x82258370	0x14c	Event	0x100000	crypt32LogoffEvent
2972	ImmunityDebugge	0xe1d68020	0x150	Key	0x2001f	USER\S-1-5-21-1659004503-1606980848-682003330-500\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS
2972	ImmunityDebugge	0x8228f4c8	0x154	File	0x100020	\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
2972	ImmunityDebugge	0x820a8748	0x160	Semaphore	0x1f0003	shell.{210A4BA0-3AEA-1069-A2D9-08002B30309D}
2972	ImmunityDebugge	0x82003688	0x164	Event	0x1f0003	
2204	nifek_locked.ex	0xe1009698	0x4	KeyedEvent	0xf0003	CritSecOutOfMemoryEvent
2204	nifek_locked.ex	0xe18bd530	0x8	Directory	0x3	KnownDlls
2204	nifek_locked.ex	0x822bb6a8	0xc	File	0x100020	\Device\HarddiskVolume1\Documents and Settings\Administrator\Desktop
2204	nifek_locked.ex	0x8209e330	0x10	Semaphore	0x100003	
2204	nifek_locked.ex	0xe18c21f0	0x14	Directory	0xf000f	Windows
2204	nifek_locked.ex	0xe19ffee8	0x18	Port	0x21f0001	
2204	nifek_locked.ex	0x82267c50	0x1c	Semaphore	0x100003	
2204	nifek_locked.ex	0xe1b4ac78	0x20	Key	0x20f003f	MACHINE
2204	nifek_locked.ex	0x8225ccc0	0x24	Event	0x21f0003	
2204	nifek_locked.ex	0x8236dca8	0x28	WindowStation	0xf037f	WinSta0
2204	nifek_locked.ex	0x82062288	0x2c	Desktop	0xf01ff	Default
2204	nifek_locked.ex	0x8236dca8	0x30	WindowStation	0xf037f	WinSta0
2204	nifek_locked.ex	0x821b3e08	0x34	Semaphore	0x1f0003	shell.{A48F1A32-A340-11D1-BC6B-00A0C90312E1}
2204	nifek_locked.ex	0xe17aa690	0x38	Directory	0x2000f	BaseNamedObjects
2204	nifek_locked.ex	0x82258370	0x3c	Event	0x100000	crypt32LogoffEvent
2204	nifek_locked.ex	0x820d9ac8	0x40	File	0x100020	\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
2204	nifek_locked.ex	0x82339c40	0x44	File	0x100001	\Device\KsecDD
2204	nifek_locked.ex	0xe1215680	0x48	Key	0x20f003f	USER\S-1-5-21-1659004503-1606980848-682003330-500
2204	nifek_locked.ex	0x82339340	0x4c	File	0x100020	\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
2204	nifek_locked.ex	0xe178d0a8	0x50	Key	0x2001f	USER\S-1-5-21-1659004503-1606980848-682003330-500\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS
2204	nifek_locked.ex	0x820a9da8	0x54	Thread	0x1f03ff	Tid 2792 Pid 2204
2204	nifek_locked.ex	0x82169a98	0x58	Event	0x1f0003	
2204	nifek_locked.ex	0xe113ba70	0x5c	Key	0xf003f	MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\PROTOCOL_CATALOG9
2204	nifek_locked.ex	0x823321f8	0x60	Event	0x1f0003	
2204	nifek_locked.ex	0xe118e580	0x64	Key	0xf003f	MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\NAMESPACE_CATALOG5
2204	nifek_locked.ex	0x822b3660	0x68	Event	0x1f0003	
2204	nifek_locked.ex	0x82196c78	0x6c	Event	0x1f0003	
2204	nifek_locked.ex	0x81e84710	0x70	Event	0x1f0003	
2204	nifek_locked.ex	0x821b9ae0	0x74	Event	0x1f0003	
2204	nifek_locked.ex	0x820a9da8	0x78	Thread	0x1f03ff	Tid 2792 Pid 2204
2204	nifek_locked.ex	0x821c8e20	0x7c	IoCompletion	0x1f0003	
2204	nifek_locked.ex	0x820a7328	0x80	IoCompletion	0x1f0003	
2204	nifek_locked.ex	0x821c8e20	0x84	IoCompletion	0x1f0003	
2204	nifek_locked.ex	0x82169760	0x88	Event	0x1f0003	
2204	nifek_locked.ex	0x820a8748	0x8c	Semaphore	0x1f0003	shell.{210A4BA0-3AEA-1069-A2D9-08002B30309D}
2204	nifek_locked.ex	0x82186b08	0x90	Mutant	0x1f0001	{31F592CE-5E60-3BE0-8616-C7B856EF02DD}
2204	nifek_locked.ex	0x820a3d18	0x94	Event	0x1f0003	
2204	nifek_locked.ex	0x81e87da0	0x98	Process	0x1f0fff	ihah.exe Pid 3276
1932	ImmunityDebugge	0xe1009698	0x4	KeyedEvent	0xf0003	CritSecOutOfMemoryEvent
1932	ImmunityDebugge	0xe18bd530	0x8	Directory	0x3	KnownDlls
1932	ImmunityDebugge	0x822bcc40	0xc	File	0x100020	\Device\HarddiskVolume1\Program Files\Immunity Inc\Immunity Debugger
1932	ImmunityDebugge	0x8204b4e0	0x10	Semaphore	0x100003	
1932	ImmunityDebugge	0xe18c21f0	0x14	Directory	0xf000f	Windows
1932	ImmunityDebugge	0xe1e1f450	0x18	Port	0x21f0001	
1932	ImmunityDebugge	0x82196d00	0x1c	Semaphore	0x100003	
1932	ImmunityDebugge	0xe1fb18f8	0x20	Key	0x20f003f	MACHINE
1932	ImmunityDebugge	0x822362b0	0x24	Event	0x21f0003	
1932	ImmunityDebugge	0x8236dca8	0x28	WindowStation	0xf037f	WinSta0
1932	ImmunityDebugge	0x82062288	0x2c	Desktop	0xf01ff	Default
1932	ImmunityDebugge	0x8236dca8	0x30	WindowStation	0xf037f	WinSta0
1932	ImmunityDebugge	0x821b3e08	0x34	Semaphore	0x1f0003	shell.{A48F1A32-A340-11D1-BC6B-00A0C90312E1}
1932	ImmunityDebugge	0xe17aa690	0x38	Directory	0x2000f	BaseNamedObjects
1932	ImmunityDebugge	0xe1fd1430	0x3c	Port	0x1f0001	
1932	ImmunityDebugge	0x82312150	0x40	File	0x100020	\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
1932	ImmunityDebugge	0x82069998	0x44	File	0x100001	\Device\KsecDD
1932	ImmunityDebugge	0xe1b855d8	0x48	Section	0x4	
1932	ImmunityDebugge	0x820467c0	0x4c	Event	0x1f0003	
1932	ImmunityDebugge	0x82222190	0x50	Event	0x1f0003	
1932	ImmunityDebugge	0x8214b258	0x54	Event	0x1f0003	
1932	ImmunityDebugge	0xe1148b80	0x58	Key	0x20f003f	USER\S-1-5-21-1659004503-1606980848-682003330-500_CLASSES
1932	ImmunityDebugge	0xe1e0ac40	0x5c	Key	0x20f003f	USER\S-1-5-21-1659004503-1606980848-682003330-500
1932	ImmunityDebugge	0xe1fb1828	0x60	Key	0x20f003f	USER
1932	ImmunityDebugge	0xe15ea3d0	0x64	Key	0xf003f	MACHINE\SYSTEM\CONTROLSET001\HARDWARE PROFILES\0001
1932	ImmunityDebugge	0x82312020	0x68	Event	0x1f0003	
1932	ImmunityDebugge	0x822c4f58	0x6c	Event	0x1f0003	
1932	ImmunityDebugge	0x822bd0e0	0x70	Mutant	0x120001	ShimCacheMutex
1932	ImmunityDebugge	0xe19f2e60	0x74	Section	0x2	ShimSharedMemory
1932	ImmunityDebugge	0x822caf70	0x78	DebugObject	0x1f000f	
1932	ImmunityDebugge	0x8223c020	0x7c	Process	0x1f0fff	vaelh.exe Pid 952
1932	ImmunityDebugge	0x82174020	0x80	Thread	0x1f03ff	Tid 260 Pid 952
1932	ImmunityDebugge	0x8217f178	0x84	Event	0x1f0003	
1932	ImmunityDebugge	0x82169200	0x88	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\msvcrt.dll
1932	ImmunityDebugge	0x82116da8	0x8c	Thread	0x1f03ff	Tid 268 Pid 1932
1932	ImmunityDebugge	0x82065558	0x90	Mutant	0x1f0001	
1932	ImmunityDebugge	0x821be2c0	0x94	Thread	0x1f03ff	Tid 3924 Pid 1932
1932	ImmunityDebugge	0x820f2028	0x98	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\rpcrt4.dll
1932	ImmunityDebugge	0x8204ed68	0x9c	Event	0x1f0003	
1932	ImmunityDebugge	0xe1f38a00	0xa0	Key	0xf003f	MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\PROTOCOL_CATALOG9
1932	ImmunityDebugge	0x82346e50	0xa4	Event	0x1f0003	
1932	ImmunityDebugge	0xe2068890	0xa8	Key	0xf003f	MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\NAMESPACE_CATALOG5
1932	ImmunityDebugge	0x821f38d8	0xac	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\secur32.dll
1932	ImmunityDebugge	0x821a7f58	0xb0	Event	0x1f0003	
1932	ImmunityDebugge	0x821a7f88	0xb4	Event	0x1f0003	
1932	ImmunityDebugge	0x82162700	0xb8	Event	0x1f0003	
1932	ImmunityDebugge	0x81ff2ba8	0xbc	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\uxtheme.dll
1932	ImmunityDebugge	0x82150710	0xc0	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\advapi32.dll
1932	ImmunityDebugge	0x820df370	0xc4	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\shlwapi.dll
1932	ImmunityDebugge	0x8205b6a0	0xc8	Event	0x1f0003	
1932	ImmunityDebugge	0x82334600	0xcc	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\ws2help.dll
1932	ImmunityDebugge	0xe205cbb0	0xd0	Key	0xf003f	MACHINE\SOFTWARE\IMMUNITY INC\DEBUGGER
1932	ImmunityDebugge	0x82080ec0	0xd4	Event	0x21f0003	
1932	ImmunityDebugge	0x8236ec60	0xd8	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\msasn1.dll
1932	ImmunityDebugge	0x822689e0	0xdc	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\wininet.dll
1932	ImmunityDebugge	0x821a57a8	0xe0	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\ws2_32.dll
1932	ImmunityDebugge	0x8228d270	0xe4	Event	0x100003	
1932	ImmunityDebugge	0xe1e29600	0xe8	Token	0x28	
1932	ImmunityDebugge	0x8228d240	0xec	Event	0x1f0003	
1932	ImmunityDebugge	0x8206f280	0xf0	Thread	0x1f03ff	Tid 824 Pid 1932
1932	ImmunityDebugge	0x8228a9d8	0xf4	IoCompletion	0x1f0003	
1932	ImmunityDebugge	0x8207acb0	0xf8	IoCompletion	0x1f0003	
1932	ImmunityDebugge	0x8228a9d8	0xfc	IoCompletion	0x1f0003	
1932	ImmunityDebugge	0x82174020	0x100	Thread	0x12007b	Tid 260 Pid 952
1932	ImmunityDebugge	0xe1f59940	0x104	Token	0x8	
1932	ImmunityDebugge	0x8223c020	0x108	Process	0x12067b	vaelh.exe Pid 952
1932	ImmunityDebugge	0x81e81a68	0x10c	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\crypt32.dll
1932	ImmunityDebugge	0x821f4208	0x110	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\ole32.dll
1932	ImmunityDebugge	0x82194c10	0x114	File	0x120089	\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83\comctl32.dll
1932	ImmunityDebugge	0x822bbc40	0x118	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\shell32.dll
1932	ImmunityDebugge	0x8210f028	0x11c	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\comctl32.dll
1932	ImmunityDebugge	0x820c4c48	0x120	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\ntdll.dll
1932	ImmunityDebugge	0x822993b0	0x124	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\kernel32.dll
1932	ImmunityDebugge	0x81ffc720	0x128	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\user32.dll
1932	ImmunityDebugge	0x821be1c0	0x12c	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\gdi32.dll
1932	ImmunityDebugge	0xe1395588	0x130	Token	0x8	
1932	ImmunityDebugge	0x81e80cd0	0x134	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\oleaut32.dll
1932	ImmunityDebugge	0x822498b8	0x138	File	0x120089	\Device\HarddiskVolume1\WINDOWS\system32\netapi32.dll
1932	ImmunityDebugge	0x82253c60	0x13c	Mutant	0x1f0001	{31F592CE-5E60-3BE0-9619-C7B846E002DD}
1932	ImmunityDebugge	0x820a3d18	0x140	Event	0x1f0003	
1932	ImmunityDebugge	0x81e87da0	0x144	Process	0x1f0fff	ihah.exe Pid 3276
1932	ImmunityDebugge	0x82258370	0x148	Event	0x100000	crypt32LogoffEvent
1932	ImmunityDebugge	0xe18515b8	0x14c	Key	0x2001f	USER\S-1-5-21-1659004503-1606980848-682003330-500\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS
1932	ImmunityDebugge	0x821bd368	0x150	File	0x100020	\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
1932	ImmunityDebugge	0x820a8748	0x15c	Semaphore	0x1f0003	shell.{210A4BA0-3AEA-1069-A2D9-08002B30309D}
1932	ImmunityDebugge	0x82124f68	0x160	Event	0x1f0003	
952	vaelh.exe	0xe1009698	0x4	KeyedEvent	0xf0003	CritSecOutOfMemoryEvent
952	vaelh.exe	0xe18bd530	0x8	Directory	0x3	KnownDlls
952	vaelh.exe	0x823a04f0	0xc	File	0x100020	\Device\HarddiskVolume1\Documents and Settings\Administrator\Desktop
952	vaelh.exe	0x820a59f0	0x10	Event	0x21f0003	
952	vaelh.exe	0xe18c21f0	0x14	Directory	0xf000f	Windows
952	vaelh.exe	0xe1e1ab60	0x18	Port	0x21f0001	
952	vaelh.exe	0x8236dca8	0x1c	WindowStation	0xf037f	WinSta0
952	vaelh.exe	0x82062288	0x20	Desktop	0xf01ff	Default
952	vaelh.exe	0x8236dca8	0x24	WindowStation	0xf037f	WinSta0
952	vaelh.exe	0x8226bec0	0x28	Semaphore	0x100003	
952	vaelh.exe	0x821fb848	0x2c	Semaphore	0x100003	
952	vaelh.exe	0xe15e7150	0x30	Key	0x20f003f	MACHINE
952	vaelh.exe	0xe2169f68	0x34	Port	0x1f0001	
952	vaelh.exe	0xe1b855d8	0x38	Section	0x4	
952	vaelh.exe	0xe17aa690	0x3c	Directory	0x2000f	BaseNamedObjects
952	vaelh.exe	0x821b3e08	0x40	Semaphore	0x1f0003	shell.{A48F1A32-A340-11D1-BC6B-00A0C90312E1}
952	vaelh.exe	0x8207b630	0x44	File	0x100001	\Device\KsecDD
952	vaelh.exe	0x82138028	0x48	File	0x100020	\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
952	vaelh.exe	0x82258370	0x4c	Event	0x100000	crypt32LogoffEvent
952	vaelh.exe	0xe1fb1890	0x50	Key	0x20f003f	USER\S-1-5-21-1659004503-1606980848-682003330-500
952	vaelh.exe	0x822d4570	0x54	File	0x100020	\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
952	vaelh.exe	0xe1148c88	0x58	Key	0x2001f	USER\S-1-5-21-1659004503-1606980848-682003330-500\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS
952	vaelh.exe	0x82174020	0x5c	Thread	0x1f03ff	Tid 260 Pid 952
952	vaelh.exe	0x82147128	0x60	Event	0x1f0003	
952	vaelh.exe	0xe21793e0	0x64	Key	0xf003f	MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\PROTOCOL_CATALOG9
952	vaelh.exe	0x81ffb290	0x68	Event	0x1f0003	
952	vaelh.exe	0xe2280f00	0x6c	Key	0xf003f	MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\NAMESPACE_CATALOG5
952	vaelh.exe	0x81eaf730	0x70	Event	0x1f0003	
952	vaelh.exe	0x81eacc28	0x74	Event	0x1f0003	
952	vaelh.exe	0x81ff1888	0x78	Event	0x1f0003	
952	vaelh.exe	0x81f0fc40	0x7c	Event	0x1f0003	
952	vaelh.exe	0x82174020	0x80	Thread	0x1f03ff	Tid 260 Pid 952
952	vaelh.exe	0x822b3608	0x84	IoCompletion	0x1f0003	
952	vaelh.exe	0x820f4b38	0x88	IoCompletion	0x1f0003	
